Student_ID,Gender,Province,School_Type,Parent_Expectation,Stream,Khmer,English,Math,Physics,Chemistry,Biology,History,Geography,Morality,Earth,Interest_Tech,Interest_Business,Interest_Health,Interest_Design,Interest_Law,Career_Goal,WorkPreference,Personality,Recommend_Major
S000421,Female,Oddar Meanchey,Private,Accountant,Science,B,A,D,A,B,C,B,,,,Low Interest,Low Interest,Moderate Interest,Low Interest,Moderate Interest,Education,Office,Ambivert,Human Resource Management
S001086,Female,Pailin,NGO,Banker,Social-Science,C,B,C,,,,B,B,B,C,Very Low Interest,Very Low Interest,Very Strong Interest,Strong Interest,Moderate Interest,Education,Office,Ambivert,Information Technology
S001999,Female,Mondulkiri,Public,Business Owner,Social-Science,C,E,D,,,,C,B,A,E,Moderate Interest,Strong Interest,Moderate Interest,Strong Interest,Strong Interest,Research,Team,Introvert,Marketing
S000366,Male,Ratanakiri,Public,Engineer,Science,A,B,C,A,C,D,A,,,,Low Interest,Very Low Interest,Low Interest,Strong Interest,Very Strong Interest,Corporate,Team,Ambivert,Mechanical Engineering
S001023,Female,Battambang,Public,Doctor,Social-Science,D,B,A,,,,C,B,C,A,Strong Interest,Strong Interest,Moderate Interest,Moderate Interest,Very Strong Interest,PublicSector,Office,Extrovert,Entrepreneurship
S001241,Female,Kep,Public,Engineer,Science,B,C,E,A,D,C,C,,,,Very Strong Interest,Moderate Interest,Very Strong Interest,Moderate Interest,Low Interest,Creative,Independent,Introvert,Nursing
S000589,Female,Pursat,Public,Doctor,Social-Science,C,C,C,,,,B,D,C,F,Moderate Interest,Very Strong Interest,Moderate Interest,Strong Interest,Very Low Interest,Creative,Field,Introvert,Marketing
S000737,Female,Preah Sihanouk,Public,Doctor,Science,B,C,E,D,C,B,C,,,,Very Low Interest,Moderate Interest,Moderate Interest,Strong Interest,Strong Interest,Entrepreneur,Field,Extrovert,International Relations
S001762,Male,Preah Sihanouk,Public,Engineer,Social-Science,B,D,B,,,,A,B,C,C,Strong Interest,Strong Interest,Low Interest,Very Strong Interest,Very Strong Interest,Corporate,Office,Ambivert,Business Management
S000942,Male,Banteay Meanchey,Public,Teacher,Science,B,B,E,D,D,E,E,,,,Strong Interest,Moderate Interest,Moderate Interest,Moderate Interest,Strong Interest,Corporate,Office,Introvert,Environmental Science
S000072,Female,Preah Sihanouk,Private,Lawyer,Social-Science,F,D,A,,,,C,B,C,C,Low Interest,Very Strong Interest,Low Interest,Very Strong Interest,Moderate Interest,Research,Office,Ambivert,Media and Communication
S001408,Female,Phnom Penh,Public,Engineer,Science,E,C,B,C,D,B,D,,,,Moderate Interest,Low Interest,Strong Interest,Very Low Interest,Strong Interest,Entrepreneur,Field,Extrovert,Marketing
S000260,Male,Preah Sihanouk,Private,Engineer,Social-Science,B,C,D,,,,B,B,A,E,Low Interest,Moderate Interest,Low Interest,Very Strong Interest,Moderate Interest,Education,Team,Introvert,Nursing
S000052,Male,Takeo,Public,Doctor,Science,F,C,B,B,B,B,B,,,,Moderate Interest,Very Strong Interest,Low Interest,Very Low Interest,Moderate Interest,PublicSector,Independent,Ambivert,Special Education
S000199,Male,Stung Treng,Public,Engineer,Science,B,C,B,C,D,D,B,,,,Very Low Interest,Moderate Interest,Moderate Interest,Low Interest,Low Interest,PublicSector,Team,Introvert,Civil Engineering
S001789,Male,Pailin,Public,Teacher,Social-Science,E,C,E,,,,A,C,B,B,Moderate Interest,Low Interest,Very Strong Interest,Very Strong Interest,Moderate Interest,Healthcare,Team,Extrovert,Finance and Banking
S000651,Male,Pursat,Public,Government Officer,Social-Science,C,B,B,,,,B,C,C,B,Strong Interest,Very Strong Interest,Moderate Interest,Low Interest,Strong Interest,Education,Independent,Extrovert,Accounting
S000333,Male,Mondulkiri,Private,Lawyer,Social-Science,A,C,A,,,,B,B,B,C,Low Interest,Strong Interest,Moderate Interest,Very Low Interest,Very Strong Interest,Entrepreneur,Team,Ambivert,Real Estate Management
S001360,Female,Takeo,Public,Banker,Social-Science,D,B,D,,,,B,D,D,A,Low Interest,Moderate Interest,Very Strong Interest,Very Low Interest,Strong Interest,Healthcare,Field,Ambivert,Political Science
S000594,Female,Kep,Public,Doctor,Science,C,E,C,C,B,B,B,,,,Strong Interest,Moderate Interest,Strong Interest,Very Low Interest,Very Low Interest,Entrepreneur,Independent,Ambivert,Public Health
S001392,Female,Stung Treng,Public,Banker,Science,A,B,B,B,C,B,E,,,,Very Low Interest,Moderate Interest,Very Low Interest,Low Interest,Very Low Interest,Healthcare,Independent,Ambivert,Finance and Banking
S001801,Male,Phnom Penh,Public,Business Owner,Science,C,C,B,C,C,D,D,,,,Low Interest,Strong Interest,Strong Interest,Moderate Interest,Moderate Interest,Creative,Field,Ambivert,Psychology
S001315,Female,Koh Kong,Public,Government Officer,Science,A,D,D,B,A,D,D,,,,Very Strong Interest,Strong Interest,Strong Interest,Strong Interest,Moderate Interest,PublicSector,Office,Extrovert,Public Health
S001112,Male,Kratie,Public,Government Officer,Social-Science,C,C,C,,,,C,B,E,E,Very Strong Interest,Moderate Interest,Moderate Interest,Low Interest,Low Interest,Research,Field,Extrovert,Philosophy
S001007,Male,Banteay Meanchey,Public,Banker,Science,E,C,C,B,B,A,C,,,,Very Strong Interest,Very Low Interest,Low Interest,Moderate Interest,Moderate Interest,Corporate,Independent,Extrovert,Real Estate Management
S001327,Male,Preah Sihanouk,Public,Engineer,Science,E,D,D,C,D,D,E,,,,Low Interest,Moderate Interest,Moderate Interest,Moderate Interest,Moderate Interest,PublicSector,Team,Ambivert,Business Management
S000427,Male,Koh Kong,Public,Teacher,Science,C,E,C,C,C,A,C,,,,Very Low Interest,Moderate Interest,Moderate Interest,Moderate Interest,Low Interest,Creative,Team,Introvert,Nursing
S001559,Female,Stung Treng,Private,Lawyer,Science,D,D,B,D,D,D,C,,,,Very Strong Interest,Low Interest,Moderate Interest,Strong Interest,Moderate Interest,Research,Independent,Ambivert,English Literature
S001294,Male,Svay Rieng,Public,Accountant,Social-Science,A,C,E,,,,C,A,E,C,Strong Interest,Very Strong Interest,Very Low Interest,Very Strong Interest,Very Strong Interest,Research,Office,Ambivert,Early Childhood Education
S000591,Female,Pailin,Public,Police Officer,Science,B,A,D,D,D,C,B,,,,Strong Interest,Strong Interest,Very Low Interest,Strong Interest,Moderate Interest,Creative,Field,Introvert,Law
S001958,Male,Pursat,Public,Government Officer,Social-Science,C,B,C,,,,D,A,A,B,Very Strong Interest,Very Strong Interest,Low Interest,Strong Interest,Low Interest,Entrepreneur,Team,Introvert,Nursing
S001977,Male,Battambang,Public,Government Officer,Science,B,B,A,B,B,B,C,,,,Moderate Interest,Strong Interest,Moderate Interest,Very Low Interest,Low Interest,Corporate,Office,Ambivert,Civil Engineering
S001133,Male,Banteay Meanchey,Public,Doctor,Social-Science,B,C,A,,,,B,E,E,C,Moderate Interest,Low Interest,Moderate Interest,Moderate Interest,Low Interest,Research,Team,Ambivert,Psychology
S000986,Male,Prey Veng,Private,Government Officer,Social-Science,F,D,C,,,,B,C,B,D,Moderate Interest,Low Interest,Very Strong Interest,Strong Interest,Very Low Interest,Entrepreneur,Independent,Introvert,Public Health
S000399,Male,Pursat,Public,IT Specialist,Social-Science,A,B,B,,,,C,E,B,C,Moderate Interest,Strong Interest,Low Interest,Moderate Interest,Low Interest,Education,Field,Introvert,Economics
S001512,Female,Pursat,Public,Doctor,Science,A,B,D,D,C,C,B,,,,Moderate Interest,Moderate Interest,Strong Interest,Very Low Interest,Very Strong Interest,Education,Office,Extrovert,Accounting
S000437,Male,Kampong Cham,Private,IT Specialist,Social-Science,D,D,C,,,,A,B,B,E,Low Interest,Very Strong Interest,Strong Interest,Very Strong Interest,Strong Interest,Education,Field,Introvert,Environmental Science
S000193,Male,Phnom Penh,Public,Business Owner,Science,E,C,B,F,C,E,D,,,,Moderate Interest,Low Interest,Moderate Interest,Strong Interest,Moderate Interest,Corporate,Office,Extrovert,Environmental Science
S001436,Female,Kratie,Public,Police Officer,Science,E,D,A,A,D,B,D,,,,Moderate Interest,Strong Interest,Strong Interest,Strong Interest,Moderate Interest,Corporate,Team,Ambivert,Fisheries Science
S000615,Female,Pailin,Private,Doctor,Science,C,C,B,D,D,D,E,,,,Low Interest,Low Interest,Strong Interest,Moderate Interest,Strong Interest,Healthcare,Field,Ambivert,Finance and Banking
S001494,Female,Kampong Cham,Public,Lawyer,Science,C,C,D,A,D,E,F,,,,Strong Interest,Low Interest,Low Interest,Low Interest,Moderate Interest,Education,Independent,Ambivert,Marketing
S000577,Female,Koh Kong,Public,Accountant,Science,C,C,C,C,B,A,E,,,,Moderate Interest,Strong Interest,Moderate Interest,Moderate Interest,Very Strong Interest,Research,Office,Extrovert,Civil Engineering
S000987,Female,Mondulkiri,Public,Business Owner,Science,A,B,B,C,B,E,B,,,,Moderate Interest,Low Interest,Low Interest,Very Strong Interest,Moderate Interest,Research,Field,Introvert,Accounting
S001433,Female,Pursat,Private,Government Officer,Social-Science,C,B,C,,,,B,E,C,B,Low Interest,Strong Interest,Very Strong Interest,Strong Interest,Strong Interest,Creative,Team,Extrovert,Law
S000707,Female,Ratanakiri,Private,Lawyer,Social-Science,A,C,E,,,,D,B,A,A,Strong Interest,Very Low Interest,Strong Interest,Very Strong Interest,Very Strong Interest,Creative,Office,Extrovert,Nursing
S001259,Male,Ratanakiri,Public,Police Officer,Science,B,B,C,A,A,D,D,,,,Strong Interest,Low Interest,Very Strong Interest,Very Low Interest,Strong Interest,Healthcare,Office,Ambivert,Medicine
S000142,Male,Svay Rieng,Private,Banker,Science,E,D,B,C,C,F,D,,,,Strong Interest,Moderate Interest,Low Interest,Very Strong Interest,Low Interest,Healthcare,Field,Extrovert,Medicine
S001358,Female,Kampong Speu,Private,IT Specialist,Science,C,A,D,C,E,E,F,,,,Low Interest,Moderate Interest,Moderate Interest,Moderate Interest,Moderate Interest,Corporate,Team,Extrovert,Philosophy
S000003,Female,Battambang,Public,Teacher,Social-Science,A,C,A,,,,E,B,A,B,Strong Interest,Low Interest,Moderate Interest,Strong Interest,Moderate Interest,Education,Independent,Extrovert,Computer Science
S001222,Female,Tbong Khmum,Public,Government Officer,Science,C,C,B,A,B,B,C,,,,Low Interest,Low Interest,Low Interest,Very Strong Interest,Low Interest,Creative,Field,Extrovert,English Literature
S001870,Female,Pailin,Public,Doctor,Social-Science,A,C,B,,,,D,C,A,A,Moderate Interest,Moderate Interest,Strong Interest,Moderate Interest,Moderate Interest,Corporate,Independent,Extrovert,Accounting
S001623,Female,Battambang,Private,Police Officer,Science,D,B,C,B,D,D,D,,,,Very Strong Interest,Strong Interest,Moderate Interest,Low Interest,Strong Interest,PublicSector,Independent,Extrovert,Medicine
S000340,Male,Kandal,Private,Accountant,Science,A,C,C,C,D,B,C,,,,Very Low Interest,Moderate Interest,Low Interest,Strong Interest,Very Low Interest,Education,Team,Extrovert,Business Management
S001770,Female,Kep,Private,IT Specialist,Social-Science,B,B,C,,,,B,A,D,B,Very Strong Interest,Very Strong Interest,Moderate Interest,Very Strong Interest,Moderate Interest,Research,Field,Introvert,Computer Science
S001537,Male,Pursat,Public,IT Specialist,Science,B,E,B,D,C,D,C,,,,Low Interest,Low Interest,Strong Interest,Moderate Interest,Very Low Interest,Corporate,Independent,Extrovert,Data Science
S000484,Female,Banteay Meanchey,Public,Accountant,Social-Science,A,B,C,,,,A,A,B,D,Moderate Interest,Strong Interest,Moderate Interest,Low Interest,Moderate Interest,Education,Field,Extrovert,Law
S000266,Female,Oddar Meanchey,Public,Government Officer,Social-Science,A,D,C,,,,D,C,B,D,Moderate Interest,Very Strong Interest,Moderate Interest,Strong Interest,Moderate Interest,Entrepreneur,Field,Extrovert,Nursing
S000377,Male,Mondulkiri,Public,Business Owner,Science,C,B,B,D,C,A,B,,,,Moderate Interest,Strong Interest,Moderate Interest,Moderate Interest,Strong Interest,Entrepreneur,Field,Introvert,Pharmacy
S000742,Female,Preah Vihear,Public,Police Officer,Science,C,B,C,C,B,B,C,,,,Very Low Interest,Very Low Interest,Moderate Interest,Moderate Interest,Moderate Interest,Creative,Team,Extrovert,Software Engineering
S001014,Male,Pailin,Public,IT Specialist,Science,A,A,B,D,B,C,E,,,,Very Strong Interest,Moderate Interest,Very Strong Interest,Very Low Interest,Moderate Interest,Entrepreneur,Independent,Introvert,Nursing
S000440,Female,Prey Veng,Private,Business Owner,Social-Science,B,B,C,,,,C,B,B,A,Moderate Interest,Moderate Interest,Strong Interest,Moderate Interest,Moderate Interest,Corporate,Independent,Extrovert,Accounting
S000272,Male,Kampong Thom,Public,Teacher,Social-Science,B,B,D,,,,E,E,B,E,Very Low Interest,Strong Interest,Very Strong Interest,Very Strong Interest,Moderate Interest,Entrepreneur,Field,Extrovert,Philosophy
S000185,Male,Kampot,Private,Engineer,Science,D,C,D,D,C,E,D,,,,Strong Interest,Moderate Interest,Moderate Interest,Strong Interest,Strong Interest,Healthcare,Office,Introvert,Finance and Banking
S000940,Male,Phnom Penh,Public,Engineer,Science,B,A,A,C,E,C,A,,,,Very Low Interest,Low Interest,Strong Interest,Moderate Interest,Very Strong Interest,Entrepreneur,Team,Ambivert,Accounting
S000245,Female,Mondulkiri,Public,Accountant,Science,B,F,C,C,C,B,B,,,,Moderate Interest,Strong Interest,Moderate Interest,Very Strong Interest,Very Low Interest,Creative,Independent,Ambivert,Sociology
S000932,Female,Oddar Meanchey,Private,IT Specialist,Social-Science,D,B,C,,,,C,D,C,C,Very Strong Interest,Very Strong Interest,Low Interest,Strong Interest,Moderate Interest,Healthcare,Office,Introvert,Information Technology
S000446,Female,Siem Reap,Public,Teacher,Science,A,B,C,D,A,D,C,,,,Moderate Interest,Low Interest,Strong Interest,Strong Interest,Low Interest,PublicSector,Team,Ambivert,Psychology
S000597,Female,Kampot,NGO,Government Officer,Science,D,A,C,B,C,A,C,,,,Low Interest,Moderate Interest,Strong Interest,Moderate Interest,Moderate Interest,Creative,Team,Extrovert,Business Management
S000818,Male,Kampong Cham,Public,Police Officer,Science,B,B,B,C,D,C,B,,,,Strong Interest,Moderate Interest,Low Interest,Moderate Interest,Strong Interest,Creative,Field,Introvert,Information Technology
S001273,Female,Siem Reap,Private,IT Specialist,Social-Science,C,D,F,,,,E,B,E,C,Moderate Interest,Low Interest,Moderate Interest,Very Strong Interest,Strong Interest,Creative,Independent,Ambivert,Political Science
S001677,Female,Kampong Thom,Public,Doctor,Social-Science,C,C,D,,,,A,A,B,C,Moderate Interest,Low Interest,Low Interest,Very Low Interest,Low Interest,Creative,Office,Introvert,Finance and Banking
S000487,Male,Koh Kong,Private,IT Specialist,Science,C,B,B,D,B,C,B,,,,Moderate Interest,Very Strong Interest,Moderate Interest,Strong Interest,Moderate Interest,Entrepreneur,Office,Extrovert,Tourism and Hospitality Management
S000681,Female,Prey Veng,Private,Business Owner,Social-Science,C,A,B,,,,B,D,C,B,Very Strong Interest,Strong Interest,Very Low Interest,Very Strong Interest,Strong Interest,Corporate,Independent,Introvert,Business Management
S000416,Male,Kandal,Public,IT Specialist,Science,D,C,D,B,E,B,F,,,,Strong Interest,Very Low Interest,Moderate Interest,Strong Interest,Moderate Interest,Corporate,Field,Introvert,Artificial Intelligence
S000274,Female,Kampong Cham,Private,Teacher,Science,C,B,A,B,E,D,D,,,,Moderate Interest,Strong Interest,Moderate Interest,Moderate Interest,Low Interest,Education,Team,Extrovert,Law
S001472,Male,Preah Sihanouk,NGO,Lawyer,Social-Science,D,A,B,,,,B,B,B,B,Low Interest,Low Interest,Low Interest,Strong Interest,Moderate Interest,Healthcare,Office,Introvert,International Relations
S001830,Female,Kampot,Public,IT Specialist,Science,C,C,B,F,B,E,A,,,,Moderate Interest,Moderate Interest,Low Interest,Low Interest,Moderate Interest,Corporate,Office,Introvert,Political Science
S001455,Female,Battambang,Public,Lawyer,Science,D,B,E,E,A,C,B,,,,Low Interest,Very Strong Interest,Moderate Interest,Moderate Interest,Very Strong Interest,Education,Field,Introvert,Cybersecurity
S000251,Male,Battambang,Private,IT Specialist,Science,A,B,E,B,A,B,B,,,,Strong Interest,Very Low Interest,Low Interest,Moderate Interest,Low Interest,Entrepreneur,Team,Ambivert,Finance and Banking
S000414,Male,Banteay Meanchey,Private,Business Owner,Science,B,C,C,F,B,D,C,,,,Moderate Interest,Very Strong Interest,Low Interest,Very Strong Interest,Moderate Interest,Entrepreneur,Field,Introvert,Information Technology
S001386,Male,Kampong Thom,Public,Engineer,Social-Science,D,D,E,,,,C,D,D,B,Strong Interest,Moderate Interest,Strong Interest,Strong Interest,Very Strong Interest,Entrepreneur,Team,Ambivert,Public Administration
S001308,Male,Prey Veng,Public,Lawyer,Social-Science,D,C,A,,,,B,E,B,C,Very Low Interest,Strong Interest,Strong Interest,Moderate Interest,Moderate Interest,Corporate,Office,Extrovert,Civil Engineering
S000716,Female,Oddar Meanchey,Public,Government Officer,Social-Science,C,D,D,,,,C,A,C,C,Moderate Interest,Strong Interest,Very Strong Interest,Strong Interest,Low Interest,Corporate,Field,Extrovert,Fine Arts
S000311,Female,Preah Sihanouk,Public,Accountant,Science,B,B,C,A,A,C,B,,,,Low Interest,Low Interest,Strong Interest,Very Strong Interest,Very Strong Interest,PublicSector,Field,Extrovert,Finance and Banking
S000927,Male,Kampong Speu,Public,Doctor,Science,B,C,D,C,D,C,E,,,,Strong Interest,Strong Interest,Very Strong Interest,Moderate Interest,Moderate Interest,Entrepreneur,Team,Extrovert,Information Technology
S000382,Male,Kampong Cham,Private,Business Owner,Science,B,E,E,B,C,C,D,,,,Very Strong Interest,Moderate Interest,Moderate Interest,Very Strong Interest,Moderate Interest,Research,Field,Introvert,Law
S001566,Female,Banteay Meanchey,NGO,Doctor,Science,D,C,B,B,C,B,B,,,,Strong Interest,Very Low Interest,Very Strong Interest,Moderate Interest,Very Low Interest,Healthcare,Independent,Extrovert,Accounting
S000426,Female,Prey Veng,NGO,Banker,Science,B,C,B,D,A,A,A,,,,Strong Interest,Strong Interest,Low Interest,Strong Interest,Strong Interest,Corporate,Office,Extrovert,Artificial Intelligence
S001875,Female,Siem Reap,Public,Business Owner,Social-Science,A,A,D,,,,D,C,A,D,Moderate Interest,Strong Interest,Very Low Interest,Very Strong Interest,Strong Interest,Corporate,Office,Ambivert,Business Management
S000533,Male,Pursat,Public,IT Specialist,Science,A,B,D,C,C,E,F,,,,Low Interest,Low Interest,Moderate Interest,Moderate Interest,Very Strong Interest,Corporate,Independent,Introvert,Public Health
S000753,Female,Battambang,Public,Teacher,Science,C,E,C,E,C,C,F,,,,Moderate Interest,Very Strong Interest,Strong Interest,Moderate Interest,Strong Interest,Creative,Team,Introvert,Cybersecurity
S000766,Female,Kandal,Private,Accountant,Science,B,C,C,D,C,B,A,,,,Moderate Interest,Strong Interest,Strong Interest,Strong Interest,Low Interest,Corporate,Team,Ambivert,Dentistry
S001357,Female,Kandal,Private,Accountant,Science,A,C,D,D,B,D,C,,,,Moderate Interest,Strong Interest,Strong Interest,Low Interest,Strong Interest,Corporate,Independent,Ambivert,Medicine
S000409,Male,Preah Sihanouk,Public,Banker,Science,B,C,B,C,B,C,B,,,,Strong Interest,Very Low Interest,Very Strong Interest,Very Low Interest,Strong Interest,Healthcare,Independent,Introvert,Political Science
S001615,Female,Kratie,Public,Accountant,Social-Science,A,B,B,,,,A,C,D,B,Very Strong Interest,Strong Interest,Moderate Interest,Moderate Interest,Low Interest,Research,Team,Introvert,English Literature
S000695,Male,Mondulkiri,Public,Teacher,Science,E,A,B,E,C,B,B,,,,Moderate Interest,Low Interest,Strong Interest,Very Strong Interest,Moderate Interest,Healthcare,Independent,Extrovert,Dentistry
